quantity_level,quantity_evidence,clutter_level,clutter_evidence,image_name
high,"Multiple distinct objects are clearly visible: vase with roses, wine bottle, teddy bear, black plush bear, framed photo, teacup with saucers, yarn ball, folded shirt with cufflinks, wooden coaster, newspaper, fruit cluster (oranges, pears, bananas), apple, color chart — totaling >15 visually separable entities;Each item maintains its own shape and boundary; none are fused or indistinguishable as parts of a single object",high,"Objects are densely packed across the tabletop with minimal negative space between them;Significant occlusion and interleaving: fruit partially covers newspaper, teddy bear sits in front of vase and color chart, yarn overlaps shirt, photo leans against black bear and obstructs background view;Multiple competing focal regions: left (flowers/fruit/wine), center (bear/teacup/color chart), right (photo/shirt/bear) — no clear visual hierarchy or separation;Perceptual grouping is difficult at a glance due to overlapping depth planes and tight spatial arrangement",IS3/co4/IS_III_C04_D08.jpg
high,"Multiple distinct objects are clearly visible: vase with roses, wine bottle, teddy bear, black plush animal, framed photo, teacup with saucers, yarn ball, folded shirt, napkin ring on wooden base, newspaper, fruit cluster (bananas, pears, oranges, apple), color chart, and background landscape print — totaling >15 visually separable entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches newspaper and bottle, teddy bear sits beside orange and wine bottle, teacup stack is adjacent to yarn and plush animals), creating visual crowding.;Multiple competing focal regions: left (flowers + fruit + bottle), center (teddy bear + color chart + teacup), right (plush animal + photo + shirt), making rapid perceptual grouping difficult.;Partial occlusions occur (e.g., newspaper partially covered by straw bundle and fruit; shirt folds obscure part of napkin ring base), increasing segmentation difficulty.",IS3/co4/IS_III_C04_D10.jpg
high,"Multiple distinct objects are clearly visible: a vase with red roses and greenery, a wine bottle, a beige teddy bear, a black teddy bear, a framed photograph, a color checker chart, a teacup with saucer, a newspaper, a bundle of fruit (bananas, oranges, pears, apples), a ball of yarn, folded fabric items (shirt collar, napkin), a wooden coaster with a patterned item, and a small decorative straw bundle.;At least 15+ visually separable entities can be identified without ambiguity, including individual fruits treated as separate due to clear boundaries and spatial separation.",high,"Objects are densely packed across the tabletop with minimal negative space between them; for example, the fruit cluster overlaps with the newspaper and straw bundle, the teddy bears abut the wine bottle and yarn, and the framed photo sits adjacent to the black bear and fabric items.;Several objects partially occlude others (e.g., the beige bear partially covers the orange, the yarn sits in front of the color chart, the newspaper is partially covered by fruit and straw).;Multiple competing visual focal points exist simultaneously: the bright red roses, the colorful chart, the smiling face in the photo, the white teacup, and the fruit cluster—all draw attention and resist easy perceptual grouping due to proximity and lack of clear spatial hierarchy.",IS3/co4/IS_III_C04_D06.jpg
high,"Multiple distinct objects are clearly visible: a bouquet of red roses with green foliage, a wine bottle, a teddy bear with bow, a black plush animal, a framed photograph, a color checker chart, a teacup with saucer and spoon, a ball of yarn, a folded white shirt with cufflink and patterned handkerchief on a wooden stand, a newspaper, a banana, an apple, an orange, a pear, and several small citrus fruits — totaling >15 visually separable entities.;Each object maintains its own shape, boundary, and texture, allowing them to be individually identified without merging.",high,"Objects are densely packed across the tabletop with minimal negative space; many items touch or nearly overlap (e.g., fruit pile adjacent to newspaper, teddy bear next to wine bottle, yarn near teacup and black plush).;Multiple foreground elements compete for attention simultaneously: the colorful roses, bright red apple, white teacup, framed photo, and color chart all have high local contrast and salience, creating multiple competing focal points.;Spatial interleaving is evident: straw wrapping extends over newspaper and fruit; the shirt cuff and handkerchief rest on a wooden base that partially occludes the yarn; the newspaper lies beneath some fruit stems. This reduces perceptual grouping ease.",IS3/co4/IS_III_C04_D09.jpg
high,"Multiple distinct objects are clearly visible: vase with roses, wine bottle, teddy bear, black plush bear, framed photo, teacup with saucers, yarn ball, folded shirt with cufflinks, wooden coaster, newspaper, fruit cluster (bananas, pears, oranges, apple), color checker chart, and background landscape print — totaling >15 distinguishable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches newspaper and bear, teacup sits atop saucers which rest on other plates, shirt folds interleave with cufflinks and coaster).;Multiple competing focal regions exist: left-side floral/fruit group, center bear/color chart, right-side photo/plush/shirt — causing difficulty in rapid perceptual grouping.;Occlusion is present: the black bear partially hides the yarn ball; the newspaper is partially covered by straw and fruit; the framed photo leans against the bear and overlaps the shirt.",IS3/co4/IS_III_C04_D11.jpg
high,"Multiple distinct objects are clearly visible: vase with flowers, wine bottle, teddy bear, black plush animal, framed photo, teacup with saucer, yarn ball, apple, orange, banana, pear, newspaper, straw bundle, color chart, folded cloth items, wooden coaster, and patterned fabric surface — totaling >15 distinguishable visual entities.",high,"Objects are densely packed across the tabletop with minimal negative space; many items overlap or abut closely (e.g., fruit pile against bottle and bear, teacup near yarn and cloth, photo leaning against black plush), creating spatial interleaving; multiple salient elements (flowers, teddy bear, photo, color chart) compete for attention without clear visual grouping or separation.",IS3/co4/IS_III_C04_D13.jpg
high,"Multiple distinct objects are visible: a bouquet of roses in a vase, a wine bottle, a beige teddy bear, a black plush bear, a framed photograph, a color checker chart, a ball of white yarn, a folded white shirt with cufflinks, a teacup with saucer and spoon, an apple, an orange, bananas, pears, oranges, a newspaper, straw bundle, and a wooden coaster — totaling >15 visually separable entities.",high,"Objects are densely packed across the table surface with minimal negative space; many items overlap or abut closely (e.g., fruit pile touches teddy bear and newspaper, cup sits on saucer which rests on plate, yarn overlaps shirt, photo leans against black bear), creating visual interleaving and difficulty in isolating individual elements at a glance.;Multiple competing focal points (roses, teddy bear, photo, color chart) draw attention simultaneously without clear spatial separation, increasing perceptual load.",IS3/co4/IS_III_C04_D12.jpg
medium,"Two clearly distinguishable people seated on rocks;A row of ~10–12 large, individual boulders forming a linear arrangement;A prominent metallic flower-like sculpture overhead;A building facade with multiple windows (approx. 6–8 visible panes);A small tree/bush with dense foliage on the right;Flowerbeds and benches in the background (2–3 additional distinct elements);No fine-grained texture or micro-objects counted—only macroscopic separable entities",low,"The two people are spatially separated and clearly bounded against the background;Boulders are arranged in a loose linear sequence with visible gaps between them;The sculpture is isolated in upper center and does not overlap major foreground elements;Background elements (building, tree, flowerbeds) are positioned behind the main subjects with clear depth separation;No occlusion among primary objects; each object maintains visual integrity and can be segmented easily at a glance",IS3/co5/IS_III_C05_D03.jpg
medium,"Two clearly distinguishable people seated on rocks;A large metallic flower-like sculpture overhead;Multiple large boulders forming a seating/landscape feature (approx. 10–15 distinct rock masses);A building facade with multiple windows and wooden panels (treated as a single structural object, but window panes and trim add sub-elements);A small flowerbed with grouped blooms (perceived as one floral mass, not individual flowers);A tree with visible branches and berries on the right;A bench and signage ('käpyovi') in the background",medium,"The boulders are densely arranged but remain visually separable; no significant occlusion among them;The two people sit on distinct rocks with clear spacing between them and surrounding elements;The sculpture dominates the upper center but does not overlap heavily with other objects; its petal structure is internally complex but externally coherent;Background building elements (windows, wood panels) are aligned and structured, reducing perceptual interference;No strong overlapping or interleaving of foreground/midground objects; spatial gaps exist between major entities (e.g., ground surface between rocks);However, the combination of rocks, people, sculpture, and foliage creates multiple mid-level focal regions, slightly increasing perceptual load",IS3/co5/IS_III_C05_D01.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, irregularly shaped rocks forming a low wall or seating area (≈8–12 visually distinct rock masses);A prominent metallic sculptural canopy overhead (1 object, but with many petal-like segments—still perceived as a single integrated structure);A building facade with windows and horizontal siding (treated as 1–2 structural units due to continuous surfaces);A small flowerbed with grouped blooms (perceived as one visual unit due to proximity and uniformity);A tree/shrub with dense foliage on the right (1 perceptual unit despite internal leaf detail);A green hose on the ground (1 thin linear element)",medium,"Rocks are closely packed with minimal gaps, creating spatial density in the foreground;The two people sit among and partially occlude some rocks, introducing mild overlap;The sculptural canopy hangs low and intersects the upper visual field, competing for attention with the people and building;No large empty regions; most of the frame contains solid elements (rocks, people, building, foliage), reducing visual breathing room;However, objects remain largely separable: people are clearly foregrounded, rocks form a coherent base, canopy is distinct, and background building is unified—no severe interleaving or ambiguous boundaries",IS3/co5/IS_III_C05_D02.jpg
medium,"Two clearly distinguishable people seated on rocks;A large metallic flower-like sculpture overhead;Multiple large boulders forming a seating/landscape feature (approx. 8–12 distinct rock masses);A building facade with several windows and structural elements;A small flowerbed with clustered blooms (treated as one visual group, not individual flowers);A bush/tree on the right with dense foliage (counted as one object group);A sign with text 'käpyovi' visible near entrance",medium,"The rocks are closely packed but remain visually separable; no strong occlusion among them;The two people sit on separate rocks with clear gaps between them and surrounding stones;The overhead sculpture dominates the upper center but does not overlap heavily with other foreground elements;The building facade and foliage occupy background regions with minimal spatial interference with foreground subjects;No severe overlapping or interleaving of objects; however, the density of rocks and presence of multiple mid-ground elements (people, sculpture, rocks) create moderate spatial competition for attention",IS3/co5/IS_III_C05_D05.jpg
medium,"Two clearly distinguishable people seated on rocks;A row of large, individual boulders (approximately 8–10 visually separable rocks);A multi-petaled metal canopy structure above the subjects;A building facade with multiple windows and wooden panels (treated as a few large structural elements, not individual panes or grains);A bush with foliage and small red/orange fruits on the right;A low bench or planter with flowers in the background left;Ground surface and shadows contributing minimal additional object count",low,"People and rocks are well-separated spatially with clear gaps between them;No occlusion between major objects: the two people are fully visible, rocks are distinct, canopy is above and unobstructed;Background elements (building, bush, bench) are positioned at depth and do not interfere with foreground object segmentation;Large areas of open ground and sky provide visual breathing space;Each major element occupies its own region without interleaving or dense packing",IS3/co5/IS_III_C05_D04.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, irregularly shaped rocks forming a seating/landscaping arrangement (≈7–10 visually distinct rock masses);A prominent metallic flower-like sculpture overhead (1 distinct object);A building facade with multiple windows and horizontal panels (treated as 1 structural unit with sub-elements not counted separately per definition);A small flowerbed with mixed blooms (counted as 1 visual element due to low resolution and integration into ground plane);A tree/bush on the right side (1 element);No other clearly separable objects in foreground/midground; background elements are fused or indistinct",medium,"Rocks are closely packed and partially overlapping in depth, creating spatial density in the lower half;The two people sit on adjacent rocks with minimal separation, and their limbs intersect the rock boundaries visually;The overhead sculpture introduces a complex layered structure above the subjects, adding vertical layering without occluding them entirely;Despite density in the rock zone, there is sufficient negative space around the upper body of each person and between the main groups (people, rocks, building, tree), preventing high clutter;No severe occlusion or interleaving of major objects; elements remain perceptually separable at a glance",IS3/co5/IS_III_C05_D06.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, individually separable boulders (approximately 8–12 visible);A building facade with distinct window units (at least 6 visible panes/frames);A prominent metallic sculptural canopy overhead (one complex but unified object);A small flowerbed with grouped blooms (treated as one visual element due to tight grouping and low resolution);A tree/bush on the right with dense foliage (one perceptual unit despite internal leaf detail);A bench and hose in background (two additional elements)",medium,"The boulders are arranged densely in the foreground, with partial occlusion between adjacent rocks, reducing clear separation;The two people sit among the rocks, creating interleaving of human forms and stone masses, increasing spatial competition;The overhead sculpture partially overlaps the building and sky, introducing layering without strong depth cues;However, there are still noticeable gaps of pavement and sky between major elements; no severe overlap or fusion of objects;No high-density texture or fine-grained interleaving (e.g., tangled wires, dense foliage intermixing with objects) that would indicate high clutter",IS3/co5/IS_III_C05_D07.jpg
medium,"Two clearly distinguishable people seated on rocks;A large metallic spherical sculpture above them;Multiple large boulders forming a seating/landscape feature (≈8–12 distinct rock masses);A building facade with multiple windows and structural elements;A flowering planter with several discrete flower clusters;A small tree with dense foliage on the right;A few scattered ground-level objects (e.g., hose, bench edge)",medium,"The boulders are closely packed but remain visually separable; no strong occlusion among them;People sit atop rocks without heavy overlap with background elements;The sculpture is prominent but does not heavily intersect or obscure other major objects;The building, rocks, and tree occupy distinct spatial zones with visible gaps (e.g., pavement between rocks, sky above);No dense interweaving of elements; however, the combination of rocks, people, sculpture, and foliage creates moderate visual competition for attention",IS3/co5/IS_III_C05_D08.jpg
medium,"Two clearly distinguishable people in the foreground;A row of ~8–10 large boulders forming a linear arrangement;A building with multiple windows and structural elements (e.g., eaves, support columns);A metallic canopy structure above (composed of several overlapping petal-like panels);A flowerbed with grouped blooms (treated as one visual unit due to tight grouping);A distant person walking in the background;A tree with dense foliage on the right side (treated as one cohesive object despite internal detail)",medium,"The boulders are closely spaced but not overlapping; they form a clear linear sequence with visible gaps between them;The two people sit on separate boulders with clear separation from each other and surrounding objects;The building facade is visually segmented by window frames and horizontal beams, reducing perceptual merging;The canopy structure overlaps partially with the building and sky, introducing mild occlusion but still discernible as a distinct element;No severe overlap or interleaving of major objects; most elements maintain spatial boundaries;The scene contains multiple focal regions (people, boulders, canopy, tree), but they are spatially distributed rather than densely packed",IS3/co5/IS_III_C05_D09.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, individually separable boulders (≈8–10 visible);A prominent metallic flower-like sculpture overhead;A building facade with several window units (≥5 distinct window panes/sections);A flowerbed with clustered blooms (treated as one visual group, not individual flowers);A small tree/bush on the right with discernible branches and leaves (one cohesive element)",medium,"The boulders are densely arranged in the foreground, with minimal negative space between them, creating spatial crowding;The two people sit on overlapping rock surfaces, partially occluding the rocks beneath them;The sculpture hangs low over the scene, visually intersecting the upper portion of the frame and competing with the building and sky;The building’s horizontal bands and windows create parallel linear elements that interleave with the verticality of the tree and sculpture, producing moderate visual competition;Despite density, most objects remain perceptually separable (e.g., people vs. rocks vs. sculpture), so clutter does not reach high level",IS3/co5/IS_III_C05_D10.jpg
medium,"Two clearly distinguishable people in the foreground;Multiple large rocks arranged as seating (≈8–12 visually separable rock units);A prominent metallic flower-like sculpture overhead;A building facade with several window units and structural elements;A small group of people visible in the background near a doorway;Flowerbeds with clustered blooms (treated as one or two grouped visual elements, not individual flowers);A tree/bush with red berries on the right side",medium,"The foreground rocks are densely packed but remain individually separable; no strong occlusion among them;The two people sit on distinct rocks with clear separation between them and surrounding elements;The overhead sculpture overlaps parts of the building and sky but does not heavily occlude foreground subjects;Background elements (building, distant people, foliage) are spatially separated from the foreground by depth and open ground, reducing interleaving;No dense overlapping of mid- and foreground objects; however, the combination of rocks, people, sculpture, and building creates moderate spatial density in the central visual field",IS3/co5/IS_III_C05_D11.jpg
medium,"Multiple distinct trees (approximately 8–12 clearly separable tree canopies);Two main building structures with distinguishable architectural forms (angular green-roofed building and rectangular brick building);A tall white spiral tower visible in the background;Several lampposts, a few people, bicycles, and small ground fixtures (e.g., trash bins, poles) scattered across the scene;A continuous grassy foreground and a paved path — these are large homogeneous regions, not counted as separate objects",low,"Large open grassy area in the foreground provides substantial negative space;Trees are spaced apart with clear gaps between canopies, minimizing occlusion;Buildings are separated by trees and open lawn; no overlapping of major structural elements;No dense groupings or interleaving of objects — each major element occupies its own spatial zone;The spiral tower stands isolated against the sky, not competing visually with nearby structures",IS3/co6/IS_III_C06_D01.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, irregularly shaped rocks forming a seating arrangement (≈6–8 prominent rock masses);A building facade with several window units (≈5–6 visible window panes/frames);A metallic canopy structure above with multiple petal-like elements (visually grouped but composed of ≈10–12 distinct lobes);A flowerbed with clustered blooms (treated as one visual unit due to tight grouping and low separability);One small tree/bush with foliage and berries on the right",medium,"Rocks are closely packed and partially interlocked, reducing empty space between them;The two people sit on overlapping rock forms, creating mild occlusion between figures and substrate;The canopy structure overlaps parts of the building and sky, introducing layered depth without severe occlusion;No strong visual crowding in foreground or background; elements remain largely separable at a glance;Flowerbed and bush are localized and do not interfere with main subjects",IS3/co5/IS_III_C05_D13.jpg
medium,"Two clearly distinguishable people seated on rocks;Multiple large, irregularly shaped rocks forming a seating/landscaping feature (≈8–12 visually distinct rock masses);A prominent metallic flower-like sculpture overhead (1 complex but unified object);A building facade with several window units (≈5–6 discernible window sections);A small flowerbed with grouped blooms (treated as 1 visual element due to tight grouping and low resolution of individual flowers);A bush with red berries on the right (1 element);A sign reading 'käpyovi' (1 small textual object)",medium,"Rocks are densely arranged but mostly non-overlapping; gaps between them allow separation;The two people sit on separate rocks, with clear space between them and surrounding elements;The overhead sculpture partially overlaps the building roofline and casts shadows, creating mild occlusion;The flowerbed and bush introduce localized density on left and right edges, but do not interleave with central figures;No strong visual competition for attention: primary focal region (people + rocks) is relatively unobstructed, though the sculpture adds a secondary competing element",IS3/co5/IS_III_C05_D12.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable trunks/crowns);One large building complex with several visible sections (angled roof, flat wings, chimney);A paved path cutting across the lawn;A lamppost near center;Small groups of birds on the grass (visually distinguishable as discrete clusters);A few distant people and bicycles near the building entrance",low,"Large open grassy area dominates foreground and midground, providing ample negative space;Trees are spaced apart with clear gaps between crowns; no significant occlusion;Building is a single cohesive structure with clean edges and minimal visual fragmentation;Path runs linearly without intersecting dense object clusters;No overlapping or interleaved elements; all major objects are spatially isolated and easily segmented",IS3/co6/IS_III_C06_D02.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable tree canopies and trunks);A large multi-winged building complex with several visible sections (at least 3 major architectural blocks);A paved path cutting across the lawn;Several lampposts (≥3 visible);A group of people and bicycles near the building entrance;A flock of birds scattered on the grass (≈20–30 individuals, visually distinguishable as separate small shapes);A tall white chimney-like structure in the background",low,"Large open grassy area dominates the foreground and midground, providing ample negative space;Objects are spatially well-separated: trees stand apart, building is distant and unobscured, path runs cleanly through open lawn;No significant occlusion or overlap between major elements; each object maintains clear boundaries against the sky or grass;Visual grouping is straightforward (e.g., trees form loose clusters but remain individually discernible; building forms a single coherent mass)",IS3/co6/IS_III_C06_D03.jpg
medium,"Multiple distinct trees (≈8–12 clearly separable tree canopies);At least three major building structures with differentiated roofs and facades;A tall white chimney-like structure standing separately;Several lampposts and small objects (e.g., benches, people, birds) visible near the buildings;A paved path cutting across the lawn",low,"Large expanses of open grass dominate the foreground and midground, providing ample negative space;Trees are spaced apart with clear gaps between canopies; no significant occlusion among them;Buildings are separated by distance and greenery, not tightly packed or overlapping;No dense groupings or interleaving of elements—each object stands out individually;The scene can be parsed at a glance into discrete regions: lawn, path, trees, buildings, sky",IS3/co6/IS_III_C06_D05.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable trunks/crowns);A large red-brick building complex with visible windows, roof sections, and a white tower (treated as one major object but with multiple discernible parts);A flock of birds on the lawn (≈20–30 individual birds, each visually distinguishable as separate small dark shapes);A paved path crossing the lawn;Several lampposts and a goalpost-like structure on the left;Foreground grass with minor patches and sparse flowers (not counted as objects)",low,"Large open grassy area dominates the foreground and midground, providing ample negative space;Trees are spaced apart with clear separation between crowns and trunks;Birds are scattered across the lawn without dense grouping or overlap;Building is positioned in the background with unobstructed visibility; no occlusion by foreground elements except minimal tree screening;No overlapping or interleaved objects; spatial layout allows easy perceptual segmentation",IS3/co6/IS_III_C06_D04.jpg
medium,Multiple distinct trees (≈10–15 clearly separable tree canopies);Two main building structures with visible facades and roof forms;A tall slender white tower in the background;A paved path cutting across the lawn;A group of birds (≈20–30 individuals) scattered on the grass;Several lampposts and small vertical poles visible,low,"Large open grassy foreground with ample negative space;Objects are spatially separated: trees form discrete clusters, buildings are behind a clear lawn buffer;No occlusion between major elements — buildings remain fully visible behind trees, not interleaved;Birds are dispersed rather than densely packed; their positions do not create visual interference;Path runs linearly without intersecting or fragmenting other elements",IS3/co6/IS_III_C06_D06.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable trunks/crowns);A group of birds on the lawn (≈15–20 individual birds, visually distinguishable as separate entities);Several architectural structures (at least 3 major building masses with different rooflines and facades);A few lampposts and a visible manhole cover in the foreground;One tall white chimney-like structure in the background",low,"Large open grassy area dominates the foreground and midground, providing ample negative space;Trees are spaced apart with clear gaps between crowns; no significant occlusion among them;Birds are loosely grouped but individually resolvable without overlap;Buildings are separated by trees and open lawn, not tightly packed or interwoven;No overlapping layers that obscure object boundaries; all major elements have clear silhouettes against sky or grass",IS3/co6/IS_III_C06_D08.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable trunks/crowns);A large building complex composed of several connected but visually distinct sections (e.g., red angular wing, main brick block, tower-like structure);A flock of birds on the lawn (≈20–30 individual birds, each visually separable as discrete dark shapes);Several lampposts and a white pole visible along the path;Grass field and path are continuous surfaces, not counted as objects",low,Large open grassy foreground with ample negative space separating objects;Trees are spaced apart with clear gaps between crowns; no significant occlusion among them;Building is a single coherent mass with clean edges against sky and trees; no overlapping foreground elements obscuring it;Birds are grouped but remain individually discernible and lie on an unobstructed plane;No dense interweaving of elements; spatial layout allows easy perceptual segregation of major components,IS3/co6/IS_III_C06_D07.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable tree canopies and trunks);A large grassy field with scattered birds (≈20–30 small but visually distinguishable bird shapes);A paved path crossing the foreground;At least three major architectural structures (left angular building, central multi-story brick building, right brick block);Several lampposts and a tall white tower visible in the background;Doors, windows, and rooflines on buildings form additional discernible parts",low,"Large open grass area dominates the foreground and midground, providing ample negative space;Trees are spaced apart with clear gaps between them; no significant occlusion or overlapping canopies;Buildings are separated by green space and trees, not tightly packed;Birds are dispersed across the lawn without dense clustering;Path runs linearly with minimal intersecting elements;No visual crowding: objects remain perceptually separable at a glance",IS3/co6/IS_III_C06_D09.jpg
medium,"Multiple distinct trees (approximately 10–15 major trunks/canopies visible);Two primary buildings with clearly separable architectural forms;A tall white chimney/spire as a separate vertical element;A paved path crossing the foreground;A flock of birds on the grass (treated as one grouped visual unit, not individual objects);Several lampposts and small ground-level fixtures (e.g., benches, bins) — ~5–7 additional distinguishable items",low,"Large expanses of unoccupied grass and sky provide ample negative space;Buildings are spatially separated by trees and open lawn, with no occlusion between major structures;Trees are individually discernible with clear gaps between canopies;Foreground path is unobstructed and linear, aiding visual segmentation;No overlapping or interleaved elements; all major objects have clear boundaries and separation",IS3/co6/IS_III_C06_D10.jpg
medium,"Multiple distinct trees (≈8–12 clearly separable tree canopies);One large building complex composed of several connected blocks (treated as one major object, but with visible subparts like windows, roof sections, and a chimney);A paved pathway crossing the lawn;A group of birds on the grass (≈20–30 individuals, visually distinguishable as separate small objects);Several lampposts (≈4–5 visible);A few scattered bicycles near the building entrance",low,"Large open grassy area dominates the foreground and midground, providing ample negative space;Trees are spaced apart with clear separation between canopies; no significant occlusion among them;The building is a single coherent mass with regular window patterns and minimal visual fragmentation;Birds form a loose cluster but remain individually discernible and do not overlap densely;No overlapping or interleaving of major elements; spatial layout is sparse and orderly",IS3/co6/IS_III_C06_D11.jpg
low,"A single person is visible as the primary figure.;Two clear drinking glasses on the table (one held, one resting).;One wristwatch on the left wrist.;The table surface and dark background are uniform and lack distinct object parts; they do not count as separate objects under the definition.;No other visually distinguishable objects or parts are present.",low,"All objects are spatially well-separated: the person occupies the central upper region, the two glasses are placed apart on the table, and the watch is localized on the wrist.;No occlusion or overlap between objects; each object is fully visible and perceptually isolatable.;Large areas of empty (dark) background provide ample negative space, reducing spatial density.;Only one dominant focal point (the person’s face), with secondary elements clearly subordinate and non-competing.",IS4/co1/IS_IV_C01_D01.jpg
low,"The image contains a single person, two transparent glasses (one held, one on table), and a watch on the left wrist — totaling four clearly distinguishable visual objects.;The dark table surface and black background are uniform and lack texture or distinct parts; they do not contribute additional objects.;No other discrete elements (e.g., utensils, labels, reflections acting as separate entities) are visually separable.",low,"All objects are spatially well-separated: the person occupies the central upper region, the two glasses are placed apart on the table, and the watch is localized on the wrist without occlusion.;There is ample negative (dark) space around each object, enabling immediate perceptual segregation.;No overlapping, interleaving, or dense packing of elements; the composition allows effortless grouping of each item.",IS4/co1/IS_IV_C01_D02.jpg
low,"One person (head, torso, arms visible as a single coherent figure);One dark table surface;Two transparent glasses (visually distinct due to position and content);One wristwatch on left arm;One black background (uniform, no discernible texture or objects)",low,"All objects are spatially separated with clear negative space between them;No occlusion: the person’s arms, glasses, and watch do not overlap significantly;Glasses sit on table without touching each other or the person’s body;Background is uniform black, providing high separation from foreground elements;Only three foreground object groups (person, left glass, right glass + watch) — easily parsed at a glance",IS4/co1/IS_IV_C01_D03.jpg
medium,"Multiple distinct trees (≈10–15 clearly separable trunks/crowns);Two main building structures with differentiated rooflines and facades;A tall white chimney-like structure in the background;A paved path crossing the lawn;A small flock of birds on the grass (≈10–20 individuals, visually separable as discrete shapes);Several lampposts and minor fixtures near the building entrance;No dense texture or fine-grained object proliferation; objects remain individually resolvable",low,"Large open grassy foreground with minimal objects and ample negative space;Trees are spaced apart with clear gaps between crowns and trunks;Buildings are separated by greenery and not overlapping in view;No occlusion between major elements: buildings, trees, path, and birds are all fully visible and spatially isolated;Visual grouping is straightforward (e.g., lawn, treeline, building cluster), with no competing focal points forcing simultaneous attention",IS3/co6/IS_III_C06_D12.jpg
medium,"Multiple distinct trees (deciduous and coniferous) scattered across the scene, roughly 10–15 clearly separable tree masses;Two main building structures with distinguishable architectural elements (e.g., roof, walls, windows, chimney);A group of birds on the lawn (~10–20 visible as separate small shapes);A few pedestrians (3–4 individuals) visible on paths;Several lampposts and small ground fixtures (e.g., trash bins, poles) — ~5–7 items;Paths and grassy areas are continuous surfaces, not counted as discrete objects",low,"Large open grassy foreground with minimal objects, providing ample negative space;Trees are well-spaced with clear gaps between them; no occlusion or overlapping silhouettes;Buildings are separated by trees and open lawn, not visually fused or interleaved;Birds and people are sparse and localized, not densely packed;No visual crowding: elements are easily segmented and grouped at a glance",IS3/co6/IS_III_C06_D13.jpg
low,"A single person is visible as the main figure.;Two transparent glasses on the table (one held, one resting).;One wristwatch on the left wrist.;The table surface and dark background are not counted as distinct objects (background is uniform and non-textured; table is a single continuous surface).;No other visually separable items are present.",low,"All objects are spatially well-separated: the person occupies the central-midground, the two glasses are placed apart on the table, and the watch is localized on the wrist.;No occlusion or overlap between objects: hands rest on the table without covering glasses; glasses do not touch each other.;Large areas of empty (dark) background provide visual breathing room.;At a glance, the scene can be parsed into three clear visual entities: person, left glass, right glass + watch — with no competing focal points.",IS4/co1/IS_IV_C01_D04.jpg
low,"A single person is visible as the central figure.;Two distinct glasses on the table (one on left, one held in right hand).;One wristwatch on the left wrist.;The table surface and background are uniformly dark with no discernible objects or textures.;Total visually distinguishable objects: person, two glasses, one watch — four clear entities.",low,"All objects are spatially well-separated: person centered, glasses placed apart (left and right), watch on wrist without overlap.;No occlusion between objects; each object has clear boundaries against the black background.;Large areas of empty (black) space surround all elements, reducing spatial density.;Only one dominant focal region (the person’s face/hands), with no competing visual elements pulling attention simultaneously.",IS4/co1/IS_IV_C01_D06.jpg
low,"One person (visually distinguishable as a single figure);One table surface (continuous, unbroken plane);Two glasses (clearly separate, identical in shape but distinct positions);One wristwatch (on left wrist, visually distinct from arm and shirt);Background is a uniform dark fabric with no discernible texture or objects",low,"All objects are spatially well-separated: person centered, glasses placed on either side of arms, watch localized on wrist;No occlusion or overlap between objects; each object has clear boundaries against the dark background;Large areas of empty (dark) space surround the subject and objects, reducing spatial density;Only three foreground items (two glasses, one watch) plus the person—minimal competing focal points",IS4/co1/IS_IV_C01_D05.jpg
low,"A single person is visible as the central figure.;Two distinct glasses on the table (one on left, one on right).;One wristwatch on the left wrist.;The table surface is a single continuous plane with no other distinguishable objects.;No other visually separable elements are present; background is uniformly black and contributes no objects.",low,"All objects (person, two glasses, watch) are spatially separated with clear gaps between them.;No occlusion or overlap among objects: the glasses sit on the table without touching the person’s arms or each other.;The dark background provides high negative space, enhancing separation of foreground elements.;Only three foreground object groups (person, left glass, right glass+watch) — easily perceptually grouped and isolated at a glance.",IS4/co1/IS_IV_C01_D08.jpg
low,"One person (head, torso, arms visible as a single coherent figure);One table surface (dark, continuous plane);Two identical glasses of water (visually distinct, separate objects);One wristwatch on left arm (distinct small object);No other visually separable elements; background is uniformly black with no texture or detail",low,"All objects are spatially well-separated: person centered, two glasses placed symmetrically on either side, watch localized on wrist;No occlusion or overlap between objects; each object occupies its own region with clear negative space around it;The black background provides high separation, reducing visual interference;Only three foreground objects (person, two glasses, watch counted as part of person’s arm) are present and easily isolatable at a glance",IS4/co1/IS_IV_C01_D07.jpg
